Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
Mitigated agent 0: deviation=972.22, median=-124.42, weight=0.14, threshold=836.85, original=847.80, new=712.43
Mitigated agent 0: deviation=1001.62, median=-131.20, weight=0.08, threshold=919.04, original=870.42, new=787.84
Mitigated agent 0: deviation=981.91, median=-138.19, weight=0.01, threshold=972.33, original=843.72, new=834.14
Mitigated agent 2: deviation=145.85, median=48.31, weight=0.27, threshold=106.81, original=-97.54, new=-58.50
Mitigated agent 2: deviation=119.92, median=44.27, weight=0.06, threshold=112.89, original=-75.65, new=-68.62
Mitigated agent 0: deviation=2794.68, median=-235.38, weight=0.05, threshold=2662.21, original=2559.29, new=2426.83
Mitigated agent 2: deviation=118.68, median=26.94, weight=0.22, threshold=92.38, original=-91.75, new=-65.44
Mitigated agent 0: deviation=9775.25, median=-753.17, weight=0.12, threshold=8598.11, original=9022.08, new=7844.94
Mitigated agent 0: deviation=9922.36, median=-775.10, weight=0.03, threshold=9612.99, original=9147.26, new=8837.89
Mitigated agent 0: deviation=21152.71, median=6590.96, weight=0.01, threshold=20978.76, original=-14561.75, new=-14387.79
Mitigated agent 0: deviation=22008.72, median=6862.96, weight=0.02, threshold=21466.56, original=-15145.75, new=-14603.60
Mitigated agent 0: deviation=22701.46, median=7084.15, weight=0.03, threshold=21910.31, original=-15617.31, new=-14826.16
Mitigated agent 0: deviation=23075.73, median=7200.12, weight=0.04, threshold=22093.71, original=-15875.62, new=-14893.59
Mitigated agent 0: deviation=23200.97, median=7229.27, weight=0.03, threshold=22517.92, original=-15971.69, new=-15288.65
Mitigated agent 0: deviation=26050.25, median=-1837.30, weight=0.06, threshold=24576.97, original=24212.95, new=22739.67
Mitigated agent 0: deviation=27232.50, median=7396.66, weight=0.05, threshold=25916.01, original=-19835.85, new=-18519.36
Mitigated agent 0: deviation=34922.63, median=-2584.05, weight=0.02, threshold=34333.43, original=32338.58, new=31749.38
Mitigated agent 0: deviation=34023.32, median=9304.66, weight=0.06, threshold=32133.70, original=-24718.66, new=-22829.04
Mitigated agent 0: deviation=87342.20, median=23719.08, weight=0.05, threshold=83186.09, original=-63623.12, new=-59467.02
Mitigated agent 0: deviation=522096.77, median=-56998.69, weight=0.00, threshold=521781.77, original=465098.07, new=464783.07
Mitigated agent 0: deviation=534149.28, median=-58355.04, weight=0.00, threshold=533297.93, original=475794.23, new=474942.89
Mitigated agent 0: deviation=545934.61, median=-59685.14, weight=0.00, threshold=544814.09, original=486249.48, new=485128.95
Mitigated agent 0: deviation=557250.73, median=-60957.33, weight=0.00, threshold=556330.25, original=496293.41, new=495372.92
Mitigated agent 0: deviation=568250.81, median=-62171.73, weight=0.00, threshold=567846.41, original=506079.07, new=505674.68
Mitigated agent 0: deviation=1186553.39, median=-110588.82, weight=0.14, threshold=1016976.69, original=1075964.57, new=906387.86
Mitigated agent 0: deviation=806090.19, median=229358.71, weight=0.23, threshold=618955.12, original=-576731.48, new=-389596.41
Mitigated agent 0: deviation=797080.59, median=252959.43, weight=0.05, threshold=755669.15, original=-544121.16, new=-502709.71
Mitigated agent 0: deviation=810565.68, median=256294.59, weight=0.08, threshold=749396.64, original=-554271.09, new=-493102.04
Mitigated agent 0: deviation=787817.00, median=247266.77, weight=0.06, threshold=743109.12, original=-540550.24, new=-495842.36
Mitigated agent 0: deviation=747779.68, median=232748.48, weight=0.01, threshold=736836.61, original=-515031.19, new=-504088.13
Mitigated agent 0: deviation=787025.97, median=245949.86, weight=0.07, threshold=734531.04, original=-541076.11, new=-488581.18
Mitigated agent 0: deviation=777818.23, median=243097.76, weight=0.06, threshold=728218.78, original=-534720.47, new=-485121.02
Mitigated agent 0: deviation=835905.78, median=262348.98, weight=0.13, threshold=728238.69, original=-573556.80, new=-465889.71
Mitigated agent 0: deviation=1535548.13, median=-198696.77, weight=0.15, threshold=1302167.46, original=1336851.36, new=1103470.69
Mitigated agent 0: deviation=828342.46, median=260067.26, weight=0.13, threshold=721930.17, original=-568275.20, new=-461862.91
Mitigated agent 0: deviation=836543.72, median=262694.57, weight=0.14, threshold=721950.08, original=-573849.15, new=-459255.51
Mitigated agent 0: deviation=1198318.22, median=-165655.15, weight=0.22, threshold=931742.57, original=1032663.07, new=766087.42
Mitigated agent 0: deviation=842392.93, median=264899.05, weight=0.67, threshold=278458.05, original=-577493.88, new=-13559.00
Mitigated agent 0: deviation=1574584.75, median=-211504.09, weight=0.39, threshold=955812.45, original=1363080.66, new=744308.36
Mitigated agent 0: deviation=446920.94, median=134379.92, weight=0.48, threshold=232120.59, original=-312541.02, new=-97740.68
Mitigated agent 0: deviation=672445.96, median=208409.61, weight=0.59, threshold=276675.65, original=-464036.35, new=-68266.04
Mitigated agent 0: deviation=702044.23, median=217680.93, weight=0.60, threshold=280809.31, original=-484363.29, new=-63128.38
Mitigated agent 0: deviation=795135.18, median=249078.66, weight=0.65, threshold=278477.96, original=-546056.52, new=-29399.30
Mitigated agent 0: deviation=663092.99, median=181535.61, weight=0.74, threshold=171585.79, original=-481557.38, new=9949.82
Mitigated agent 0: deviation=735791.97, median=205856.71, weight=0.77, threshold=169803.39, original=-529935.26, new=36053.32
Mitigated agent 0: deviation=1157781.40, median=-81462.34, weight=0.80, threshold=168062.63, original=1076319.06, new=150093.94
Mitigated agent 0: deviation=1297623.58, median=-98346.96, weight=0.80, threshold=186284.85, original=1199276.62, new=161177.76
Mitigated agent 2: deviation=1009210.21, median=180058.48, weight=0.65, threshold=349743.01, original=-829151.73, new=-169684.53
Mitigated agent 3: deviation=926140.53, median=180058.48, weight=0.62, threshold=349743.01, original=-746082.05, new=-169684.53
Mitigated agent 0: deviation=425237.19, median=101245.79, weight=0.49, threshold=216412.26, original=-323991.40, new=-115166.46
Mitigated agent 0: deviation=669839.10, median=183846.64, weight=0.75, threshold=169783.48, original=-485992.45, new=14063.16
Mitigated agent 0: deviation=636551.77, median=172808.61, weight=0.74, threshold=167443.53, original=-463743.16, new=5365.08
Mitigated agent 0: deviation=751551.39, median=69520.10, weight=0.52, threshold=357106.18, original=-682031.29, new=-287586.08
Mitigated agent 0: deviation=352674.98, median=-86095.67, weight=0.38, threshold=219518.01, original=266579.30, new=133422.33
Mitigated agent 0: deviation=576275.87, median=-154563.26, weight=0.63, threshold=215394.96, original=421712.62, new=60831.71
Mitigated agent 0: deviation=653821.60, median=-177860.35, weight=0.67, threshold=217780.61, original=475961.25, new=39920.26
Mitigated agent 0: deviation=674546.49, median=-184577.89, weight=0.68, threshold=217745.70, original=489968.60, new=33167.81
Mitigated agent 0: deviation=1454758.30, median=124630.74, weight=0.21, threshold=1142594.74, original=-1330127.55, new=-1017964.00
Mitigated agent 0: deviation=954288.11, median=-296454.43, weight=0.02, threshold=932260.33, original=657833.68, new=635805.90
Mitigated agent 0: deviation=974110.86, median=-302989.27, weight=0.04, threshold=932225.42, original=671121.60, new=629236.15
Mitigated agent 0: deviation=948304.22, median=-263933.07, weight=0.66, threshold=326387.46, original=684371.15, new=62454.39
Mitigated agent 0: deviation=1179557.24, median=-332260.75, weight=0.72, threshold=324600.16, original=847296.49, new=-7660.59
Mitigated agent 0: deviation=1181666.94, median=-332844.31, weight=0.73, threshold=324635.06, original=848822.62, new=-8209.25
Mitigated agent 0: deviation=1094243.84, median=-307199.43, weight=0.71, threshold=322232.22, original=787044.41, new=15032.79
Mitigated agent 0: deviation=518409.19, median=-136132.88, weight=0.28, threshold=372570.97, original=382276.31, new=236438.09
Mitigated agent 0: deviation=1392124.61, median=-430775.91, weight=0.33, threshold=939052.15, original=961348.69, new=508276.24
Mitigated agent 0: deviation=2127754.57, median=161323.46, weight=0.71, threshold=618792.16, original=-1966431.11, new=-457468.70
Mitigated agent 0: deviation=2475061.13, median=196079.46, weight=0.76, threshold=593794.85, original=-2278981.66, new=-397715.39
Mitigated agent 0: deviation=1180804.14, median=-364004.76, weight=0.20, threshold=943215.98, original=816799.38, new=579211.23
Mitigated agent 2: deviation=2288007.80, median=-357420.98, weight=0.47, threshold=1212724.57, original=1930586.82, new=855303.59
Mitigated agent 3: deviation=2731275.70, median=-357420.98, weight=0.56, threshold=1212724.57, original=2373854.71, new=855303.59
Mitigated agent 0: deviation=1471401.84, median=-454647.49, weight=0.36, threshold=941428.68, original=1016754.35, new=486781.19
Mitigated agent 0: deviation=1494274.78, median=-462107.75, weight=0.37, threshold=941463.59, original=1032167.03, new=479355.83
Mitigated agent 0: deviation=1675006.19, median=318749.43, weight=0.70, threshold=495987.68, original=-1356256.75, new=-177238.25
Mitigated agent 0: deviation=586000.40, median=-167391.43, weight=0.60, threshold=234515.08, original=418608.97, new=67123.65
Mitigated agent 2: deviation=1536980.76, median=-580015.03, weight=0.34, threshold=1016322.28, original=956965.73, new=436307.25
Mitigated agent 3: deviation=1627733.47, median=-580015.03, weight=0.38, threshold=1016322.28, original=1047718.44, new=436307.25
Mitigated agent 0: deviation=768760.92, median=-224017.48, weight=0.76, threshold=187788.76, original=544743.44, new=-36228.72
Mitigated agent 0: deviation=1641200.29, median=261247.41, weight=0.68, threshold=520543.40, original=-1379952.87, new=-259295.99
Mitigated agent 0: deviation=861572.30, median=-253131.87, weight=0.78, threshold=186001.46, original=608440.43, new=-67130.41
Mitigated agent 0: deviation=888605.87, median=-262036.44, weight=0.79, threshold=186036.36, original=626569.42, new=-76000.08
Mitigated agent 0: deviation=847848.11, median=-249447.18, weight=0.78, threshold=183616.33, original=598400.93, new=-65830.85
Mitigated agent 0: deviation=336142.28, median=-64714.83, weight=0.06, threshold=314896.99, original=271427.45, new=250182.16
Mitigated agent 0: deviation=402930.50, median=-85787.32, weight=0.35, threshold=263718.24, original=317143.17, new=177930.92
Mitigated agent 0: deviation=455384.37, median=-103699.12, weight=0.32, threshold=310715.97, original=351685.25, new=207016.84
Mitigated agent 0: deviation=623041.11, median=135412.35, weight=0.38, threshold=383555.78, original=-487628.77, new=-248143.43
Mitigated agent 0: deviation=782672.86, median=115072.70, weight=0.51, threshold=383876.44, original=-667600.16, new=-268803.74
Mitigated agent 0: deviation=364551.02, median=5083.73, weight=0.04, threshold=349626.93, original=369634.75, new=354710.66
Mitigated agent 0: deviation=1103551.84, median=289903.26, weight=0.03, threshold=1074433.85, original=-813648.58, new=-784530.59
Mitigated agent 0: deviation=1106095.67, median=290660.27, weight=0.03, threshold=1074468.75, original=-815435.39, new=-783808.48
Mitigated agent 0: deviation=1944688.51, median=605421.17, weight=0.03, threshold=1880765.41, original=-1339267.34, new=-1275344.24
Mitigated agent 0: deviation=1948088.37, median=606620.96, weight=0.03, threshold=1880730.50, original=-1341467.41, new=-1274109.54
Mitigated agent 0: deviation=2408809.04, median=757213.01, weight=0.07, threshold=2242848.70, original=-1651596.03, new=-1485635.69
Mitigated agent 0: deviation=2403766.24, median=755510.57, weight=0.07, threshold=2242883.61, original=-1648255.67, new=-1487373.04
Mitigated agent 0: deviation=2813200.99, median=883458.82, weight=0.07, threshold=2604966.90, original=-1929742.17, new=-1721508.08
Mitigated agent 0: deviation=2617734.46, median=816751.33, weight=0.00, threshold=2607470.70, original=-1800983.13, new=-1790719.37
Mitigated agent 0: deviation=2809322.80, median=882170.50, weight=0.07, threshold=2605001.80, original=-1927152.29, new=-1722831.30
Mitigated agent 0: deviation=3142364.06, median=983796.94, weight=0.06, threshold=2967120.00, original=-2158567.12, new=-1983323.06
Mitigated agent 0: deviation=3143434.71, median=984145.98, weight=0.06, threshold=2967085.09, original=-2159288.74, new=-1982939.11
Mitigated agent 0: deviation=3080496.86, median=961768.48, weight=0.04, threshold=2969597.49, original=-2118728.38, new=-2007829.02
Mitigated agent 0: deviation=6708575.40, median=-839550.29, weight=0.05, threshold=6366359.03, original=5869025.11, new=5526808.74
Mitigated agent 0: deviation=3432086.22, median=1070960.01, weight=0.03, threshold=3329238.20, original=-2361126.20, new=-2258278.18
Mitigated agent 0: deviation=3549095.50, median=1109306.94, weight=0.06, threshold=3331724.28, original=-2439788.56, new=-2222417.34
Mitigated agent 0: deviation=3430655.24, median=1070484.71, weight=0.03, threshold=3329203.29, original=-2360170.53, new=-2258718.58
Mitigated agent 0: deviation=7489646.10, median=-970934.51, weight=0.15, threshold=6375059.05, original=6518711.59, new=5404124.54
Mitigated agent 0: deviation=3932231.66, median=1228536.60, weight=0.22, threshold=3052191.63, original=-2703695.06, new=-1823655.03
Mitigated agent 0: deviation=3723443.26, median=1158934.94, weight=0.18, threshold=3049662.04, original=-2564508.32, new=-1890727.10
Mitigated agent 0: deviation=3725837.76, median=1159720.17, weight=0.18, threshold=3049696.95, original=-2566117.59, new=-1889976.78
Mitigated agent 0: deviation=3201569.78, median=985212.02, weight=0.05, threshold=3047924.65, original=-2216357.76, new=-2062712.62
Mitigated agent 0: deviation=7942031.98, median=-1046854.19, weight=0.53, threshold=3720379.97, original=6895177.78, new=2673525.77
Mitigated agent 0: deviation=6128300.26, median=-820874.02, weight=0.40, threshold=3694104.27, original=5307426.24, new=2873230.25
Mitigated agent 0: deviation=1964112.33, median=576247.29, weight=0.19, threshold=1591010.52, original=-1387865.04, new=-1014763.23
Mitigated agent 0: deviation=3580035.17, median=1112624.68, weight=0.54, threshold=1641023.72, original=-2467410.49, new=-528399.04
Mitigated agent 0: deviation=4006238.15, median=1253517.06, weight=0.59, threshold=1642796.03, original=-2752721.09, new=-389278.97
Mitigated agent 0: deviation=4004403.50, median=1252924.93, weight=0.59, threshold=1642761.12, original=-2751478.57, new=-389836.19
Mitigated agent 3: deviation=7914453.67, median=1867675.30, weight=0.06, threshold=7415181.65, original=-6046778.37, new=-5547506.36
Mitigated agent 0: deviation=4171663.09, median=1308976.76, weight=0.61, threshold=1645299.31, original=-2862686.33, new=-336322.55
Mitigated agent 0: deviation=3424529.45, median=879650.42, weight=0.80, threshold=622461.56, original=-2544879.02, new=194744.53
Mitigated agent 0: deviation=6308382.19, median=-521982.67, weight=0.80, threshold=1215679.12, original=5786399.52, new=739693.77
Mitigated agent 0: deviation=6703176.10, median=-634271.33, weight=0.80, threshold=1187508.58, original=6068904.77, new=706363.89
Mitigated agent 2: deviation=4744895.37, median=1156234.59, weight=0.49, threshold=2403140.00, original=-3588660.78, new=-1246905.41
Mitigated agent 3: deviation=4450212.51, median=1156234.59, weight=0.46, threshold=2403140.00, original=-3293977.92, new=-1246905.41
Mitigated agent 0: deviation=1942985.86, median=386662.27, weight=0.65, threshold=674518.47, original=-1556323.59, new=-287856.21
Mitigated agent 0: deviation=3423939.43, median=879482.32, weight=0.80, threshold=622496.47, original=-2544457.11, new=194694.44
Mitigated agent 0: deviation=3559731.97, median=925702.59, weight=0.80, threshold=624233.86, original=-2634029.38, new=213756.20
Mitigated agent 0: deviation=3475863.02, median=897147.35, weight=0.80, threshold=619949.68, original=-2578715.67, new=201974.75
Mitigated agent 0: deviation=2236440.73, median=-46516.43, weight=0.29, threshold=1589153.35, original=2189924.31, new=1542636.92
Mitigated agent 0: deviation=1327183.86, median=206244.05, weight=0.01, threshold=1320055.83, original=-1120939.81, new=-1113811.78
Mitigated agent 0: deviation=1560789.87, median=-425252.76, weight=0.20, threshold=1249963.23, original=1135537.11, new=824710.48
Mitigated agent 0: deviation=2771093.19, median=322191.52, weight=0.46, threshold=1506225.75, original=-2448901.67, new=-1184034.23
Mitigated agent 0: deviation=1479011.87, median=-397907.84, weight=0.15, threshold=1252492.30, original=1081104.03, new=854584.46
Mitigated agent 0: deviation=1478265.12, median=-397629.07, weight=0.15, threshold=1252527.21, original=1080636.04, new=854898.13
Mitigated agent 0: deviation=1502579.91, median=-344568.52, weight=0.22, threshold=1178195.80, original=1158011.39, new=833627.28
Mitigated agent 0: deviation=2507587.71, median=-679295.38, weight=0.53, threshold=1176488.40, original=1828292.33, new=497193.02
Mitigated agent 0: deviation=2508610.70, median=-679662.14, weight=0.53, threshold=1176453.50, original=1828948.56, new=496791.35
Mitigated agent 0: deviation=2621084.31, median=-717312.53, weight=0.55, threshold=1173915.83, original=1903771.78, new=456603.30
Mitigated agent 0: deviation=5644883.39, median=384792.04, weight=0.01, threshold=5563988.98, original=-5260091.36, new=-5179196.95
Mitigated agent 0: deviation=4232893.70, median=-1160176.60, weight=0.25, threshold=3155475.22, original=3072717.09, new=1995298.62
Mitigated agent 0: deviation=6886473.66, median=524479.38, weight=0.20, threshold=5536549.01, original=-6361994.27, new=-5012069.63
Mitigated agent 0: deviation=4153861.65, median=-1136750.27, weight=0.24, threshold=3158056.39, original=3017111.38, new=2021306.12
Mitigated agent 0: deviation=4154577.32, median=-1136985.21, weight=0.24, threshold=3158021.48, original=3017592.11, new=2021036.27
Mitigated agent 0: deviation=4885829.21, median=-1485598.86, weight=0.79, threshold=1033729.58, original=3400230.35, new=-451869.28
Mitigated agent 0: deviation=4882021.15, median=-1487137.90, weight=0.79, threshold=1036284.43, original=3394883.25, new=-450853.47
Mitigated agent 0: deviation=9093309.11, median=938198.90, weight=0.16, threshold=7625407.75, original=-8155110.22, new=-6687208.85
Mitigated agent 0: deviation=4429659.01, median=-1380944.89, weight=0.77, threshold=1038041.74, original=3048714.12, new=-342903.15
Mitigated agent 0: deviation=4881973.14, median=-1487124.82, weight=0.79, threshold=1036319.34, original=3394848.33, new=-450805.48
Mitigated agent 0: deviation=1569167.06, median=-520391.55, weight=0.31, threshold=1089698.39, original=1048775.51, new=569306.84
Mitigated agent 0: deviation=5702828.07, median=-1843986.44, weight=0.80, threshold=132335.56, original=3858841.63, new=-703420.83
Mitigated agent 0: deviation=9792064.43, median=694117.40, weight=0.80, threshold=1960482.73, original=-9097947.03, new=-1266365.32
Mitigated agent 0: deviation=2329005.50, median=-785077.87, weight=0.80, threshold=188584.39, original=1543927.62, new=-319276.77
Mitigated agent 0: deviation=5755867.04, median=-1862974.09, weight=0.80, threshold=134933.92, original=3892892.95, new=-711800.68
Mitigated agent 0: deviation=6013292.67, median=-1969831.32, weight=0.80, threshold=136656.31, original=4043461.35, new=-767172.79
Mitigated agent 0: deviation=8880727.17, median=594221.06, weight=0.78, threshold=1985147.58, original=-8286506.12, new=-1390926.52
Mitigated agent 2: deviation=9683421.07, median=-1288342.39, weight=0.59, threshold=3945978.09, original=8395078.68, new=2657635.70
Mitigated agent 3: deviation=9750674.75, median=-1288342.39, weight=0.60, threshold=3945978.09, original=8462332.36, new=2657635.70
Mitigated agent 0: deviation=5755403.34, median=-1862830.66, weight=0.80, threshold=134899.01, original=3892572.67, new=-711750.00
Mitigated agent 0: deviation=5046503.38, median=316172.49, weight=0.80, threshold=615392.29, original=-4730330.88, new=-693128.18
Mitigated agent 0: deviation=3429286.39, median=-1025642.00, weight=0.78, threshold=762076.80, original=2403644.39, new=-263565.21
Mitigated agent 0: deviation=4778350.70, median=287277.15, weight=0.80, threshold=643656.71, original=-4491073.55, new=-668392.99
Mitigated agent 0: deviation=2748007.30, median=-799752.27, weight=0.72, threshold=763834.10, original=1948255.03, new=-35918.17
Mitigated agent 0: deviation=1925349.14, median=-522942.52, weight=0.63, threshold=709877.33, original=1402406.61, new=186934.81
Mitigated agent 2: deviation=4073371.60, median=-548113.77, weight=0.41, threshold=2416935.08, original=3525257.82, new=1868821.30
Mitigated agent 3: deviation=3721230.29, median=-548113.77, weight=0.35, threshold=2416935.08, original=3173116.52, new=1868821.30
Mitigated agent 0: deviation=2684394.46, median=-778544.93, weight=0.71, threshold=766406.15, original=1905849.53, new=-12138.79
Mitigated agent 0: deviation=2748583.84, median=-799931.00, weight=0.72, threshold=763799.19, original=1948652.84, new=-36131.81
Mitigated agent 0: deviation=1065768.22, median=-140446.35, weight=0.20, threshold=857176.08, original=925321.87, new=716729.73
Mitigated agent 0: deviation=1050799.31, median=63203.25, weight=0.63, threshold=389187.51, original=-987596.06, new=-325984.26
Mitigated agent 0: deviation=1953579.08, median=607726.78, weight=0.64, threshold=700575.88, original=-1345852.29, new=-92849.10
Mitigated agent 0: deviation=2301729.96, median=711804.64, weight=0.69, threshold=704922.42, original=-1589925.33, new=6882.22
Mitigated agent 0: deviation=2295505.26, median=710503.73, weight=0.69, threshold=702333.18, original=-1585001.53, new=8170.55
Mitigated agent 0: deviation=3814639.63, median=-222264.98, weight=0.02, threshold=3737062.20, original=3592374.65, new=3514797.22
Mitigated agent 0: deviation=2295462.23, median=710505.97, weight=0.69, threshold=702298.27, original=-1584956.26, new=8207.70
Mitigated agent 0: deviation=5994753.51, median=-277266.85, weight=0.12, threshold=5279517.54, original=5717486.66, new=5002250.69
Mitigated agent 0: deviation=3124181.95, median=936771.32, weight=0.34, threshold=2057253.91, original=-2187410.63, new=-1120482.59
Mitigated agent 0: deviation=3746352.26, median=1138852.99, weight=0.45, threshold=2059011.22, original=-2607499.27, new=-920158.23
Mitigated agent 0: deviation=3746166.00, median=1138806.43, weight=0.45, threshold=2058976.31, original=-2607359.57, new=-920169.88
Mitigated agent 0: deviation=3768371.49, median=1145789.28, weight=0.45, threshold=2061609.05, original=-2622582.21, new=-915819.78
Mitigated agent 0: deviation=4644353.34, median=1481367.02, weight=0.79, threshold=988584.71, original=-3162986.32, new=492782.31
Mitigated agent 0: deviation=8341262.07, median=-699262.36, weight=0.38, threshold=5192112.33, original=7641999.71, new=4492849.97
Mitigated agent 0: deviation=4644184.82, median=1481325.41, weight=0.79, threshold=988549.80, original=-3162859.41, new=492775.61
Mitigated agent 0: deviation=4661985.41, median=1487198.28, weight=0.79, threshold=991191.14, original=-3174787.13, new=496007.15
Mitigated agent 0: deviation=7143762.94, median=-560374.87, weight=0.28, threshold=5164978.06, original=6583388.06, new=4604603.18
Mitigated agent 0: deviation=1743074.73, median=514549.25, weight=0.46, threshold=933527.30, original=-1228525.47, new=-418978.05
Mitigated agent 0: deviation=4252866.90, median=1350600.24, weight=0.77, threshold=986827.40, original=-2902266.66, new=363772.83
Mitigated agent 2: deviation=7835954.81, median=1204512.19, weight=0.64, threshold=2848959.96, original=-6631442.63, new=-1644447.77
Mitigated agent 3: deviation=7784696.45, median=1204512.19, weight=0.63, threshold=2848959.96, original=-6580184.26, new=-1644447.77
Mitigated agent 0: deviation=5241278.80, median=1539831.49, weight=0.80, threshold=102167.07, original=-3701447.31, new=491575.73
Mitigated agent 0: deviation=5121954.41, median=1503040.83, weight=0.80, threshold=100409.76, original=-3618913.58, new=478649.95
Mitigated agent 0: deviation=5119587.73, median=1502494.06, weight=0.80, threshold=97794.74, original=-3617093.67, new=478576.51
Mitigated agent 0: deviation=5121944.55, median=1503050.12, weight=0.80, threshold=100444.67, original=-3618894.43, new=478661.21
Mitigated agent 0: deviation=2754439.88, median=703495.33, weight=0.80, threshold=155723.58, original=-2050944.54, new=152607.36
Mitigated agent 0: deviation=8731011.14, median=-560153.00, weight=0.80, threshold=1412141.00, original=8170858.13, new=1186049.23
Mitigated agent 0: deviation=9484049.03, median=-644365.27, weight=0.80, threshold=1437594.29, original=8839683.76, new=1252444.53
Mitigated agent 0: deviation=2230009.59, median=583120.71, weight=0.80, threshold=332004.31, original=-1646888.88, new=137118.79
Mitigated agent 0: deviation=4219579.23, median=-364136.73, weight=0.80, threshold=232537.39, original=3855442.51, new=479779.12
Mitigated agent 0: deviation=1957103.81, median=482238.56, weight=0.80, threshold=387589.53, original=-1474865.25, new=90817.80
Mitigated agent 0: deviation=2210957.28, median=576999.52, weight=0.80, threshold=329380.69, original=-1633957.76, new=134808.06
Mitigated agent 0: deviation=2230144.99, median=583188.30, weight=0.80, threshold=332039.22, original=-1646956.69, new=137159.31
Mitigated agent 0: deviation=2714620.31, median=741824.05, weight=0.80, threshold=333761.62, original=-1972796.26, new=198899.99
Mitigated agent 2: deviation=3138604.32, median=707571.48, weight=0.58, threshold=1315684.60, original=-2431032.84, new=-608113.12
Mitigated agent 3: deviation=2979247.38, median=707571.48, weight=0.56, threshold=1315684.60, original=-2271675.90, new=-608113.12
Mitigated agent 0: deviation=4106682.38, median=-340197.86, weight=0.80, threshold=237193.78, original=3766484.52, new=481138.62
Mitigated agent 0: deviation=627228.86, median=-252936.05, weight=0.27, threshold=460350.65, original=374292.80, new=207414.60
Mitigated agent 0: deviation=657080.06, median=149229.22, weight=0.21, threshold=518839.50, original=-507850.85, new=-369610.28
Mitigated agent 0: deviation=603379.07, median=-245003.16, weight=0.23, threshold=462982.87, original=358375.92, new=217979.72
Mitigated agent 0: deviation=603183.96, median=-244908.92, weight=0.23, threshold=463017.78, original=358275.04, new=218108.86
Mitigated agent 0: deviation=3968360.29, median=210959.76, weight=0.07, threshold=3682296.44, original=-3757400.53, new=-3471336.68
Mitigated agent 0: deviation=2331013.49, median=-675273.68, weight=0.47, threshold=1226262.75, original=1655739.81, new=550989.07
Mitigated agent 0: deviation=2350061.44, median=-681724.98, weight=0.48, threshold=1223587.03, original=1668336.45, new=541862.04
Mitigated agent 0: deviation=1970850.21, median=-555138.33, weight=0.38, threshold=1228015.15, original=1415711.88, new=672876.82
Mitigated agent 0: deviation=2331183.18, median=-675359.69, weight=0.47, threshold=1226227.84, original=1655823.50, new=550868.16
Mitigated agent 0: deviation=3203880.01, median=-989205.10, weight=0.60, threshold=1277932.19, original=2214674.91, new=288727.09
Mitigated agent 0: deviation=5372670.41, median=421537.20, weight=0.24, threshold=4105741.61, original=-4951133.20, new=-3684204.41
Mitigated agent 0: deviation=6345768.58, median=540477.77, weight=0.36, threshold=4076665.69, original=-5805290.81, new=-3536187.92
Mitigated agent 0: deviation=3628020.11, median=-1131327.90, weight=0.65, threshold=1276194.80, original=2496692.21, new=144866.90
Mitigated agent 0: deviation=3628044.65, median=-1131363.17, weight=0.65, threshold=1276159.89, original=2496681.48, new=144796.72
Mitigated agent 0: deviation=3630240.88, median=-1132209.49, weight=0.65, threshold=1273510.48, original=2498031.39, new=141300.99
Mitigated agent 0: deviation=8339846.93, median=754890.88, weight=0.80, threshold=1383478.36, original=-7584956.05, new=-913078.50
Mitigated agent 0: deviation=7357504.31, median=638677.36, weight=0.80, threshold=1409588.68, original=-6718826.95, new=-832823.51
Mitigated agent 0: deviation=2173822.59, median=-570630.50, weight=0.80, threshold=275884.31, original=1603192.09, new=-135865.98
Mitigated agent 0: deviation=4437244.83, median=-1328645.76, weight=0.80, threshold=216540.45, original=3108599.06, new=-441196.80
Mitigated agent 0: deviation=4281229.07, median=-1275797.05, weight=0.80, threshold=220970.77, original=3005432.03, new=-419551.23
Mitigated agent 0: deviation=4450701.41, median=-1332995.42, weight=0.80, threshold=219233.37, original=3117705.99, new=-442855.13
Mitigated agent 2: deviation=7171000.40, median=-1393584.38, weight=0.61, threshold=2793231.59, original=5777416.02, new=1399647.21
Mitigated agent 3: deviation=7277786.69, median=-1393584.38, weight=0.62, threshold=2793231.59, original=5884202.31, new=1399647.21
Mitigated agent 0: deviation=4450579.14, median=-1332979.28, weight=0.80, threshold=219198.46, original=3117599.86, new=-442863.45
Mitigated agent 0: deviation=2784539.11, median=-801785.69, weight=0.80, threshold=26843.19, original=1982753.42, new=-244877.86
Mitigated agent 0: deviation=4588517.17, median=474066.11, weight=0.80, threshold=499501.53, original=-4114451.06, new=-443637.32
Mitigated agent 2: deviation=3605644.85, median=-918339.80, weight=0.69, threshold=1117333.72, original=2687305.05, new=198993.92
Mitigated agent 3: deviation=3596580.03, median=-918339.80, weight=0.69, threshold=1117333.72, original=2678240.23, new=198993.92
Mitigated agent 0: deviation=1836855.57, median=-485154.20, weight=0.80, threshold=28341.77, original=1351701.38, new=-117783.08
Mitigated agent 0: deviation=2600224.51, median=-740626.01, weight=0.80, threshold=28580.58, original=1859598.50, new=-220581.11
Mitigated agent 0: deviation=2581051.03, median=-734209.63, weight=0.80, threshold=31282.09, original=1846841.40, new=-217999.43
Mitigated agent 0: deviation=4419679.25, median=444269.76, weight=0.80, threshold=501156.37, original=-3975409.49, new=-439666.09
